WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1258283.50925939 5004952.5226151),1421,AIMS,1507,108,Hallenstein Street,"108 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,108,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623418,-45.02644388,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"108 Hallenstein Street, Queenstown",1258283.509,5004952.523
POINT (1257818.51402392 5004106.70729075),1422,AIMS,1508,109,Beach Street,"109 Beach Street, Queenstown",Queenstown-Lakes District,,,,,,109,,,,Beach,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6558808,-45.03381178,Beach,,,Queenstown,Queenstown,Beach Street,"109 Beach Street, Queenstown",1257818.514,5004106.707
POINT (1258222.38824366 5004495.95074827),1423,AIMS,1509,10,Shotover Street,"10 Shotover Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Shotover,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6612579,-45.03051265,Shotover,,,Queenstown,Queenstown,Shotover Street,"10 Shotover Street, Queenstown",1258222.388,5004495.951
POINT (1257970.90454299 5004495.07113958),1424,AIMS,3202512,10,Isle Street,"10 Isle Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Isle,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.658074,-45.03039933,Isle,,,Queenstown,Queenstown,Isle Street,"10 Isle Street, Queenstown",1257970.905,5004495.071
POINT (1257808.45593106 5004197.622001),1425,AIMS,1511,10,Lake Street,"10 Lake Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Lake,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6558154,-45.03299088,Lake,,,Queenstown,Queenstown,Lake Street,"10 Lake Street, Queenstown",1257808.456,5004197.622
POINT (1257988.79063827 5004395.88894085),1426,AIMS,3202390,10,Man Street,"10 Man Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Man,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.658233,-45.03129822,Man,,,Queenstown,Queenstown,Man Street,"10 Man Street, Queenstown",1257988.791,5004395.889
POINT (1258527.90560773 5004119.87006974),1427,AIMS,1513,10,Frankton Road,"10 Frankton Road, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Frankton,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6648699,-45.03403552,Frankton,,,Queenstown,Queenstown,Frankton Road,"10 Frankton Road, Queenstown",1258527.906,5004119.87
POINT (1258143.43872161 5004526.88576442),1428,AIMS,1514,10,Memorial Street,"10 Memorial Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Memorial,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6602796,-45.03019693,Memorial,,,Queenstown,Queenstown,Memorial Street,"10 Memorial Street, Queenstown",1258143.439,5004526.886
POINT (1258184.79749644 5004285.837886),1429,AIMS,1515,10,Ballarat Street,"10 Ballarat Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Ballarat,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6606393,-45.03238052,Ballarat,,,Queenstown,Queenstown,Ballarat Street,"10 Ballarat Street, Queenstown",1258184.797,5004285.838
POINT (1258462.48239928 5004706.81383845),1430,AIMS,1516,10,Malaghan Street,"10 Malaghan Street, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Malaghan,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6644403,-45.02873557,Malaghan,,,Queenstown,Queenstown,Malaghan Street,"10 Malaghan Street, Queenstown",1258462.482,5004706.814
POINT (1258039.63592163 5004712.91876143),1431,AIMS,1517,10,Robins Road,"10 Robins Road, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Robins,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6590921,-45.02847707,Robins,,,Queenstown,Queenstown,Robins Road,"10 Robins Road, Queenstown",1258039.636,5004712.919
POINT (1258086.18044379 5004929.61096308),1432,AIMS,1518,10,Hamilton Road,"10 Hamilton Road, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Hamilton,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6598285,-45.02655447,Hamilton,,,Queenstown,Queenstown,Hamilton Road,"10 Hamilton Road, Queenstown",1258086.18,5004929.611
POINT (1258239.92240721 5004666.78675444),1433,AIMS,1519,10,Gorge Road,"10 Gorge Road, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Gorge,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.661596,-45.02898767,Gorge,,,Queenstown,Queenstown,Gorge Road,"10 Gorge Road, Queenstown",1258239.922,5004666.787
POINT (1258437.35629379 5004790.36216756),1434,AIMS,1520,10,Anderson Heights,"10 Anderson Heights, Queenstown",Queenstown-Lakes District,,,,,,10,,,,Anderson,Heights,,,,Queenstown,Queenstown,Thoroughfare,Current,168.664179,-45.02797353,Anderson,,,Queenstown,Queenstown,Anderson Heights,"10 Anderson Heights, Queenstown",1258437.356,5004790.362
POINT (1258282.03330157 5004962.94914089),1436,AIMS,1521,110,Hallenstein Street,"110 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,110,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623302,-45.02634958,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"110 Hallenstein Street, Queenstown",1258282.033,5004962.949
POINT (1258305.52536203 5004984.20732543),1437,AIMS,1522,111,Hallenstein Street,"111 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,111,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626419,-45.02617008,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"111 Hallenstein Street, Queenstown",1258305.525,5004984.207
POINT (1258274.25722706 5004983.27779511),1438,AIMS,1523,112,Hallenstein Street,"112 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,112,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6622455,-45.02616337,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"112 Hallenstein Street, Queenstown",1258274.257,5004983.278
POINT (1258300.0653829 5005016.90767544),1439,AIMS,1524,115,Hallenstein Street,"115 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,115,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.662595,-45.02587393,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"115 Hallenstein Street, Queenstown",1258300.065,5005016.908
POINT (1258299.31600499 5005045.2057974),1440,AIMS,1525,117,Hallenstein Street,"117 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,117,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626048,-45.02561957,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"117 Hallenstein Street, Queenstown",1258299.316,5005045.206
POINT (1258274.65751064 5005046.78483174),1441,AIMS,1526,118,Hallenstein Street,"118 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,118,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6622937,-45.02559352,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"118 Hallenstein Street, Queenstown",1258274.658,5005046.785
POINT (1258298.31706427 5005067.38170167),1442,AIMS,1527,119,Hallenstein Street,"119 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,119,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626072,-45.02542003,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"119 Hallenstein Street, Queenstown",1258298.317,5005067.382
POINT (1258024.28837908 5004461.79588585),1443,AIMS,3202521,11,Man Street,"11 Man Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Man,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6587271,-45.03072375,Man,,,Queenstown,Queenstown,Man Street,"11 Man Street, Queenstown",1258024.288,5004461.796
POINT (1257830.51923563 5004216.98782245),1444,AIMS,1543425,11,Lake Street,"11 Lake Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Lake,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6561078,-45.0328277,Lake,,,Queenstown,Queenstown,Lake Street,"11 Lake Street, Queenstown",1257830.519,5004216.988
POINT (1257910.012584 5004483.27345696),1445,AIMS,3202522,11,Isle Street,"11 Isle Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Isle,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6572952,-45.03047587,Isle,,,Queenstown,Queenstown,Isle Street,"11 Isle Street, Queenstown",1257910.013,5004483.273
POINT (1258538.82162661 5004089.84456136),1446,AIMS,1530,11,Frankton Road,"11 Frankton Road, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Frankton,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6649877,-45.03431028,Frankton,,,Queenstown,Queenstown,Frankton Road,"11 Frankton Road, Queenstown",1258538.822,5004089.845
POINT (1258252.12541362 5004852.14808301),1447,AIMS,3170762,11,Boundary Street,"11 Boundary Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Boundary,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6618763,-45.02732973,Boundary,,,Queenstown,Queenstown,Boundary Street,"11 Boundary Street, Queenstown",1258252.125,5004852.148
POINT (1258201.04622605 5004273.47311138),1448,AIMS,1532,11,Ballarat Street,"11 Ballarat Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Ballarat,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6608366,-45.03249933,Ballarat,,,Queenstown,Queenstown,Ballarat Street,"11 Ballarat Street, Queenstown",1258201.046,5004273.473
POINT (1258309.91089095 5004611.71776324),1449,AIMS,3170746,11,Henry Street,"11 Henry Street, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Henry,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6624445,-45.02951568,Henry,,,Queenstown,Queenstown,Henry Street,"11 Henry Street, Queenstown",1258309.911,5004611.718
POINT (1258257.96586521 5004715.25378989),1450,AIMS,3170770,11,Gorge Road,"11 Gorge Road, Queenstown",Queenstown-Lakes District,,,,,,11,,,,Gorge,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6618573,-45.02856132,Gorge,,,Queenstown,Queenstown,Gorge Road,"11 Gorge Road, Queenstown",1258257.966,5004715.254
POINT (1258270.63924731 5005088.98203797),1451,AIMS,1535,120,Hallenstein Street,"120 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,120,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6622715,-45.02521282,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"120 Hallenstein Street, Queenstown",1258270.639,5005088.982
POINT (1258300.96575529 5005080.13141864),1452,AIMS,1536,121,Hallenstein Street,"121 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,121,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626494,-45.02530687,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"121 Hallenstein Street, Queenstown",1258300.966,5005080.131
POINT (1258300.02254095 5005109.71147349),1453,AIMS,1537,125,Hallenstein Street,"125 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,125,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626575,-45.0250409,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"125 Hallenstein Street, Queenstown",1258300.023,5005109.711
POINT (1258239.74412448 5004441.33075516),1454,AIMS,1538,12,Athol Street,"12 Athol Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Athol,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6614405,-45.03101128,Athol,,,Queenstown,Queenstown,Athol Street,"12 Athol Street, Queenstown",1258239.744,5004441.331
POINT (1257798.97648906 5004210.35525898),1455,AIMS,1539,12,Lake Street,"12 Lake Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Lake,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.655704,-45.03287202,Lake,,,Queenstown,Queenstown,Lake Street,"12 Lake Street, Queenstown",1257798.976,5004210.355
POINT (1257977.57791767 5004385.74266708),1457,AIMS,3202376,12,Man Street,"12 Man Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Man,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6580842,-45.03138388,Man,,,Queenstown,Queenstown,Man Street,"12 Man Street, Queenstown",1257977.578,5004385.743
POINT (1257933.7209077 5004462.51062752),1458,AIMS,3202406,12,Isle Street,"12 Isle Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Isle,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6575812,-45.03067367,Isle,,,Queenstown,Queenstown,Isle Street,"12 Isle Street, Queenstown",1257933.721,5004462.511
POINT (1258408.19916261 5004013.03121326),1459,AIMS,1543,12,Park Street,"12 Park Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Park,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.663282,-45.03493687,Park,,,Queenstown,Queenstown,Park Street,"12 Park Street, Queenstown",1258408.199,5004013.031
POINT (1258443.90622837 5004718.79454869),1460,AIMS,1544,12,Malaghan Street,"12 Malaghan Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Malaghan,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6642133,-45.02861908,Malaghan,,,Queenstown,Queenstown,Malaghan Street,"12 Malaghan Street, Queenstown",1258443.906,5004718.795
POINT (1258531.29398837 5004215.54081745),1461,AIMS,1545,12,Sydney Street,"12 Sydney Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Sydney,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6649778,-45.0331784,Sydney,,,Queenstown,Queenstown,Sydney Street,"12 Sydney Street, Queenstown",1258531.294,5004215.541
POINT (1258066.11289397 5004933.87920204),1462,AIMS,1546,12,Hamilton Road,"12 Hamilton Road, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Hamilton,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6595774,-45.02650648,Hamilton,,,Queenstown,Queenstown,Hamilton Road,"12 Hamilton Road, Queenstown",1258066.113,5004933.879
POINT (1258513.16537972 5004013.48760129),1463,AIMS,1547,12,Brisbane Street,"12 Brisbane Street, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Brisbane,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6646111,-45.03498332,Brisbane,,,Queenstown,Queenstown,Brisbane Street,"12 Brisbane Street, Queenstown",1258513.165,5004013.488
POINT (1258452.6290466 5004805.3356499),1464,AIMS,1548,12,Anderson Heights,"12 Anderson Heights, Queenstown",Queenstown-Lakes District,,,,,,12,,,,Anderson,Heights,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6643824,-45.02784648,Anderson,,,Queenstown,Queenstown,Anderson Heights,"12 Anderson Heights, Queenstown",1258452.629,5004805.336
POINT (1258247.19554653 5004196.35146318),1465,AIMS,1549,13,Marine Parade,"13 Marine Parade, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Marine,Parade,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6613684,-45.03321382,Marine,,,Queenstown,Queenstown,Marine Parade,"13 Marine Parade, Queenstown",1258247.196,5004196.351
POINT (1257901.56769189 5004476.89653265),1467,AIMS,3202523,13,Isle Street,"13 Isle Street, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Isle,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.657184,-45.03052903,Isle,,,Queenstown,Queenstown,Isle Street,"13 Isle Street, Queenstown",1257901.568,5004476.897
POINT (1258150.06117624 5004374.65152027),1468,AIMS,1552,13,Beach Street,"13 Beach Street, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Beach,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.66026,-45.03156658,Beach,,,Queenstown,Queenstown,Beach Street,"13 Beach Street, Queenstown",1258150.061,5004374.652
POINT (1258205.09325801 5004278.80027157),1469,AIMS,1553,13,Ballarat Street,"13 Ballarat Street, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Ballarat,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6608915,-45.03245347,Ballarat,,,Queenstown,Queenstown,Ballarat Street,"13 Ballarat Street, Queenstown",1258205.093,5004278.8
POINT (1258298.7285938 5004621.50087406),1470,AIMS,3170747,13,Henry Street,"13 Henry Street, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Henry,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623096,-45.02942248,Henry,,,Queenstown,Queenstown,Henry Street,"13 Henry Street, Queenstown",1258298.729,5004621.501
POINT (1258250.21061096 5004733.30710683),1471,AIMS,3170771,13,Gorge Road,"13 Gorge Road, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Gorge,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6617714,-45.02839553,Gorge,,,Queenstown,Queenstown,Gorge Road,"13 Gorge Road, Queenstown",1258250.211,5004733.307
POINT (1258303.00756758 5004192.35816526),1472,AIMS,5030445,13,Earl Street,"13 Earl Street, Queenstown",Queenstown-Lakes District,,,,,,13,,,,Earl,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6620722,-45.03327655,Earl,,,Queenstown,Queenstown,Earl Street,"13 Earl Street, Queenstown",1258303.008,5004192.358
POINT (1258231.19381196 5004449.08069374),1473,AIMS,1557,14,Athol Street,"14 Athol Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Athol,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6613376,-45.0309376,Athol,,,Queenstown,Queenstown,Athol Street,"14 Athol Street, Queenstown",1258231.194,5004449.081
POINT (1258292.67075497 5004317.81472797),1474,AIMS,1558,14,Camp Street,"14 Camp Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Camp,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6620266,-45.03214547,Camp,,,Queenstown,Queenstown,Camp Street,"14 Camp Street, Queenstown",1258292.671,5004317.815
POINT (1258028.71869123 5005045.0709823),1475,AIMS,1559,14,Fryer Street,"14 Fryer Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Fryer,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6591797,-45.0254904,Fryer,,,Queenstown,Queenstown,Fryer Street,"14 Fryer Street, Queenstown",1258028.719,5005045.071
POINT (1258118.21387715 5004275.12904128),1476,AIMS,1560,14,Rees Street,"14 Rees Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Rees,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597892,-45.03244455,Rees,,,Queenstown,Queenstown,Rees Street,"14 Rees Street, Queenstown",1258118.214,5004275.129
POINT (1257968.00362992 5004378.06294028),1477,AIMS,3202391,14,Man Street,"14 Man Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Man,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6579577,-45.0314482,Man,,,Queenstown,Queenstown,Man Street,"14 Man Street, Queenstown",1257968.004,5004378.063
POINT (1257924.15601806 5004456.05128027),1478,AIMS,3202413,14,Isle Street,"14 Isle Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Isle,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6574557,-45.03072703,Isle,,,Queenstown,Queenstown,Isle Street,"14 Isle Street, Queenstown",1257924.156,5004456.051
POINT (1258480.10779573 5004726.28248191),1480,AIMS,1564,14,Malaghan Street,"14 Malaghan Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Malaghan,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6646766,-45.0285693,Malaghan,,,Queenstown,Queenstown,Malaghan Street,"14 Malaghan Street, Queenstown",1258480.108,5004726.282
POINT (1258051.30093505 5004938.38501802),1481,AIMS,1565,14,Hamilton Road,"14 Hamilton Road, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Hamilton,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.659393,-45.0264589,Hamilton,,,Queenstown,Queenstown,Hamilton Road,"14 Hamilton Road, Queenstown",1258051.301,5004938.385
POINT (1258268.49517459 5004223.75913447),1482,AIMS,5030459,14,Church Street,"14 Church Street, Queenstown",Queenstown-Lakes District,,,,,,14,,,,Church,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6616566,-45.03297807,Church,,,Queenstown,Queenstown,Church Street,"14 Church Street, Queenstown",1258268.495,5004223.759
POINT (1258189.63679561 5004502.33841561),1483,AIMS,1567,15,Shotover Street,"15 Shotover Street, Queenstown",Queenstown-Lakes District,,,,,,15,,,,Shotover,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6608477,-45.03043953,Shotover,,,Queenstown,Queenstown,Shotover Street,"15 Shotover Street, Queenstown",1258189.637,5004502.338
POINT (1258011.71098003 5004449.74558118),1484,AIMS,3202513,15,Man Street,"15 Man Street, Queenstown",Queenstown-Lakes District,,,,,,15,,,,Man,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6585597,-45.03082585,Man,,,Queenstown,Queenstown,Man Street,"15 Man Street, Queenstown",1258011.711,5004449.746
